1	0	0
2	2	0.005
3	3	0.0075
4	0	0
5	4	0.01
6	5	0.0125
7	6	0.015
8	6	0.015
9	7	0.0175
10	9	0.0225
11	9	0.0225
12	10	0.025
13	9	0.0225
14	11	0.0275
15	11	0.0275
16	12	0.03
17	12	0.03
18	12	0.03
19	12	0.03
20	11	0.0275
21	13	0.0325
22	15	0.0375
23	15	0.0375
24	14	0.035
25	17	0.0425
26	17	0.0425
27	14	0.035
28	17	0.0425
29	15	0.0375
30	17	0.0425
