1	0.362355
2	0.187363
3	0.0509479
4	8.26105e-05
5	-0.0111244
6	-0.0287416
7	-0.0117173
8	-0.021305
9	-0.0246964
10	-0.0164347
11	0.0189401
12	-0.0292243
13	-0.0181274
14	-0.00363895
15	0.0133977
16	-0.00103575
17	-0.00397501
18	0.0110634
19	0.0194167
20	0.0165813
21	0.0100368
22	-0.00410946
23	-0.0251302
24	-0.016282
25	-0.00654758
26	0.0439756
27	0.0107334
28	-0.00985352
29	0.00851526
30	0.00142074
31	-0.0411463
32	-0.00882075
33	0.00218454
34	-0.00974347
35	-0.0436578
36	-0.0246597
37	0.000278048
38	-0.0055699
39	0.015133
40	0.0454482
41	0.0400953
42	0.024513
43	0.0231199
44	0.0286255
45	-0.000883073
46	-0.0212255
47	-0.0256985
48	-0.0195267
49	-0.00399337
50	-0.0198933
51	-0.0118394
52	0.00615656
53	0.0189768
54	-0.0202905
55	-0.0122061
56	-0.0326341
57	-0.011424
58	-0.00230062
59	-0.040132
60	-0.015127
61	-0.0219893
62	0.00772693
63	-0.00598538
64	0.015842
65	0.0160314
66	0.0256558
67	8.864e-05
68	-0.00319284
69	0.00748249
70	0.00832585
71	0.0132449
72	0.011314
73	-0.0190806
74	-0.0265723
75	-0.00306456
76	0.0194411
77	0.0217815
78	0.00186685
79	-0.0144304
80	-0.0133304
81	-0.00899194
82	-0.0200584
83	-0.00241068
84	-0.00648652
85	0.000656865
86	0.00841747
87	0.00486716
88	-0.0183413
89	-0.00451274
90	0.00181792
91	-0.0116928
92	0.00841747
93	-0.00157965
94	0.0106906
95	0.0111795
96	0.0218182
97	0.0087719
98	0.00310725
99	-0.0187078
100	-0.0143265
101	0.00757418
102	-0.0232359
103	-0.0319252
104	-0.0283994
105	-0.0283933
106	-0.0154325
107	0.0277945
108	0.00753752
109	-0.00594269
110	-0.00726869
111	-0.0130432
112	0.00176906
113	-0.0302265
114	-0.034394
115	-0.0144731
116	-0.0438351
117	-0.0191356
118	0.0116622
119	-0.0189767
120	0.0102996
121	0.00736641
122	-0.0199911
123	-0.013196
124	-0.0438961
125	0.00145123
126	-0.00635817
127	-0.025668
128	0.0004064
129	0.007727
130	-0.00393218
131	-0.00936458
132	-0.00410329
133	-0.0387143
134	0.0225698
135	0.0181212
136	0.0368811
137	-0.00799583
138	0.00124352
139	-0.0271162
140	-0.0108618
141	-0.0188178
142	-0.0188545
143	0.00172623
144	0.0312714
145	0.0235903
146	0.021916
147	-0.00732981
148	-0.00608934
149	-0.0132144
150	-0.00890635
151	0.00885742
152	-0.0284178
153	0.00360229
154	-0.00266731
155	0.00113964
156	-0.0298049
157	0.00637037
158	-0.000168063
159	-0.0319559
160	-0.0236147
161	-0.00338835
162	-0.00539872
163	-0.0196306
164	-0.00243514
165	0.0040606
166	0.0305014
167	-0.00263681
168	-0.0182924
169	-0.0156953
170	-0.00877799
171	-0.0277944
172	0.0251302
173	0.000119203
174	-0.014357
175	-0.026664
176	-0.0459371
177	-0.0117111
178	-0.00649865
179	-0.00652311
180	0.00391998
181	0.00129855
182	-0.0256374
183	-0.00984736
184	-0.00120076
185	0.00761701
186	-0.00834415
187	0.0218854
188	-0.014021
189	-0.0356956
190	-0.0281856
191	-0.0292
192	-0.0317053
193	-0.0084847
194	-0.00418888
195	0.0205167
196	-0.0045616
197	-0.00982906
198	-0.00467158
199	-0.00186678
200	-0.0198077
201	0.00727479
