1	0.107014	0.229408	0.390998
2	0.29239	0.539524	0.586389
3	0.371214	0.631632	0.645108
4	0.408801	0.686564	0.621565
5	0.374864	0.715628	0.694925
6	0.381618	0.75606	0.736274
7	0.317392	0.751206	0.753645
8	0.378513	0.777012	0.722346
9	0.363915	0.836737	0.691048
10	0.375954	0.733323	0.777902
11	0.391644	0.781741	0.724207
12	0.292936	0.73492	0.767852
13	0.332536	0.751206	0.753645
14	0.371214	0.733386	0.779484
15	0.333627	0.746289	0.769434
16	0.319028	0.749483	0.738135
17	0.325782	0.789915	0.723494
18	0.303339	0.723677	0.73584
19	0.326873	0.784998	0.728085
20	0.384344	0.715503	0.702959
21	0.310638	0.801221	0.645108
22	0.307534	0.743032	0.776754
23	0.356615	0.747886	0.692196
24	0.372305	0.762386	0.739283
25	0.425036	0.659035	0.738135
26	0.35607	0.710774	0.723494
27	0.280896	0.747886	0.703394
28	0.284546	0.786658	0.730815
29	0.375409	0.797964	0.697221
30	0.36811	0.799562	0.731962
31	0.385813	0.718885	0.76599
32	0.367564	0.694613	0.774459
33	0.412996	0.728531	0.752063
34	0.362824	0.762512	0.742447
35	0.348226	0.709176	0.767138
36	0.374864	0.704322	0.750915
37	0.322133	0.728531	0.774459
38	0.353511	0.73492	0.745456
39	0.35607	0.789915	0.678702
40	0.379604	0.839931	0.659749
41	0.380149	0.809208	0.740431
42	0.329977	0.820576	0.708419
43	0.351875	0.838396	0.68258
44	0.351875	0.793173	0.704975
45	0.374318	0.791575	0.74862
46	0.370669	0.798027	0.698803
47	0.367019	0.838396	0.671382
48	0.297131	0.776887	0.719182
49	0.352421	0.818979	0.740865
50	0.374318	0.859411	0.69263
51	0.310638	0.767303	0.757088
52	0.378513	0.777012	0.722346
53	0.356615	0.79311	0.703394
54	0.322133	0.751143	0.774459
55	0.323223	0.67839	0.812643
56	0.383799	0.757532	0.734258
57	0.325237	0.741497	0.777188
58	0.360265	0.75274	0.786804
59	0.35607	0.733386	0.757088
60	0.36446	0.760789	0.704541
61	0.36811	0.799562	0.709566
62	0.36811	0.77695	0.698368
63	0.365005	0.763984	0.684441
64	0.406242	0.744629	0.710714
65	0.394748	0.851237	0.626155
66	0.36081	0.823771	0.665922
67	0.360265	0.75274	0.764408
68	0.337277	0.796367	0.696073
69	0.280896	0.770498	0.736987
70	0.326328	0.759192	0.770581
71	0.379604	0.749483	0.738135
72	0.421386	0.778547	0.688318
73	0.349316	0.794707	0.715739
74	0.352966	0.810868	0.68717
75	0.365551	0.801096	0.709132
76	0.394748	0.772095	0.715739
77	0.363915	0.791513	0.73584
78	0.42814	0.751143	0.763261
79	0.401502	0.812527	0.734692
80	0.387449	0.80761	0.739283
81	0.387449	0.75108	0.761679
82	0.402047	0.781804	0.736987
83	0.430699	0.806138	0.662913
84	0.374318	0.802881	0.625442
85	0.35607	0.801221	0.701098
86	0.371759	0.838334	0.6698
87	0.319028	0.738177	0.782927
88	0.358252	0.70094	0.777468
89	0.395293	0.797902	0.673243
90	0.363369	0.777012	0.666356
91	0.337822	0.754338	0.709566
92	0.371759	0.759192	0.692196
93	0.37285	0.742969	0.685588
94	0.402047	0.804416	0.725789
95	0.372305	0.830222	0.705689
96	0.410437	0.809208	0.684441
97	0.412996	0.762449	0.696073
98	0.342562	0.731663	0.73038
99	0.337277	0.694613	0.752063
100	0.458973	0.697808	0.709566
101	0.4234	0.762512	0.664061
102	0.397852	0.762449	0.651281
103	0.412996	0.785061	0.662479
104	0.330523	0.755935	0.777902
105	0.322678	0.709114	0.810348
106	0.273597	0.738177	0.760531
107	0.29969	0.775352	0.75321
108	0.338367	0.780144	0.767852
109	0.285091	0.733323	0.7891
110	0.367564	0.773755	0.696073
111	0.326873	0.739775	0.772877
112	0.314833	0.684904	0.75321
113	0.303885	0.726871	0.693343
114	0.317938	0.799624	0.711148
115	0.367564	0.773755	0.718469
116	0.379059	0.802819	0.702246
117	0.380695	0.767178	0.709132
118	0.398943	0.723614	0.77905
119	0.37285	0.742969	0.78637
120	0.329432	0.772158	0.762113
121	0.363369	0.81093	0.733544
122	0.36446	0.783401	0.749333
123	0.352966	0.754338	0.754358
124	0.43179	0.778609	0.701098
125	0.409346	0.780207	0.724642
126	0.371759	0.770498	0.792977
127	0.345121	0.775352	0.764408
128	0.315379	0.744629	0.73311
129	0.346212	0.736517	0.724207
130	0.345667	0.767241	0.710714
131	0.330523	0.733323	0.73311
132	0.383254	0.754338	0.720764
133	0.387449	0.773692	0.683293
134	0.319028	0.772095	0.693343
135	0.340926	0.778609	0.712296
136	0.320497	0.775478	0.733979
137	0.371214	0.767303	0.723494
138	0.390553	0.75274	0.742013
139	0.403138	0.742969	0.73038
140	0.44857	0.754275	0.73038
